serial_number,drone_type,detection_time,rf_time,time_diff,bandwidth,id_number,rssi,distance
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:03.354,1.354,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:03.471,1.471,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:06.541,4.541,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:07.392,5.392,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:07.519,5.519,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:07.810,5.8100000000000005,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:08.611,6.611,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:08.701,6.701,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:09.061,7.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:09.851,7.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:10.561,8.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:10.922,8.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:02,2024-07-07 12:25:11.881,9.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:24:56.861,-6.139,10MHz,195,-15.95,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:24:59.201,-3.799,10MHz,195,-15.18,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:24:59.751,-3.249,10MHz,195,-12.26,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:24:59.861,-3.1390000000000002,10MHz,195,-13.59,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:00.991,-2.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:01.544,-1.456,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:03.354,0.354,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:03.471,0.471,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:06.541,3.541,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:07.392,4.392,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:07.519,4.519,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:07.810,4.8100000000000005,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:08.611,5.611,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:08.701,5.701,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:09.061,6.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:09.851,6.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:10.561,7.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:10.922,7.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:11.881,8.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:03,2024-07-07 12:25:12.372,9.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:56.861,-8.139,10MHz,195,-15.95,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.201,-5.799,10MHz,195,-15.18,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.751,-5.249,10MHz,195,-12.26,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.861,-5.139,10MHz,195,-13.59,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:00.991,-4.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:01.544,-3.456,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:03.354,-1.646,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:03.471,-1.529,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:06.541,1.541,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.392,2.392,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.519,2.519,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.810,2.81,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:08.611,3.6109999999999998,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:08.701,3.701,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:09.061,4.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:09.851,4.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:10.561,5.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:10.922,5.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:11.881,6.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:12.372,7.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:14.072,9.072,10MHz,195,-17.19,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:56.861,-8.139,10MHz,195,-15.95,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.201,-5.799,10MHz,195,-15.18,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.751,-5.249,10MHz,195,-12.26,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.861,-5.139,10MHz,195,-13.59,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:00.991,-4.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:01.544,-3.456,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:03.354,-1.646,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:03.471,-1.529,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:06.541,1.541,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.392,2.392,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.519,2.519,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.810,2.81,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:08.611,3.6109999999999998,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:08.701,3.701,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:09.061,4.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:09.851,4.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:10.561,5.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:10.922,5.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:11.881,6.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:12.372,7.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:14.072,9.072,10MHz,195,-17.19,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:56.861,-8.139,10MHz,195,-15.95,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.201,-5.799,10MHz,195,-15.18,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.751,-5.249,10MHz,195,-12.26,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:24:59.861,-5.139,10MHz,195,-13.59,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:00.991,-4.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:01.544,-3.456,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:03.354,-1.646,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:03.471,-1.529,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:06.541,1.541,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.392,2.392,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.519,2.519,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:07.810,2.81,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:08.611,3.6109999999999998,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:08.701,3.701,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:09.061,4.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:09.851,4.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:10.561,5.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:10.922,5.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:11.881,6.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:12.372,7.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:05,2024-07-07 12:25:14.072,9.072,10MHz,195,-17.19,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:24:59.201,-7.799,10MHz,195,-15.18,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:24:59.751,-7.249,10MHz,195,-12.26,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:24:59.861,-7.139,10MHz,195,-13.59,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:00.991,-6.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:01.544,-5.4559999999999995,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:03.354,-3.646,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:03.471,-3.529,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:06.541,-0.45899999999999996,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:07.392,0.392,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:07.519,0.519,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:07.810,0.81,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:08.611,1.611,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:08.701,1.701,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:09.061,2.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:09.851,2.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:10.561,3.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:10.922,3.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:11.881,4.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:12.372,5.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:14.072,7.072,10MHz,195,-17.19,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:07,2024-07-07 12:25:16.111,9.111,10MHz,195,-12.27,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:24:59.201,-9.799,10MHz,195,-15.18,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:24:59.751,-9.249,10MHz,195,-12.26,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:24:59.861,-9.139,10MHz,195,-13.59,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:00.991,-8.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:01.544,-7.4559999999999995,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:03.354,-5.646,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:03.471,-5.529,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:06.541,-2.459,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:07.392,-1.608,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:07.519,-1.4809999999999999,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:07.810,-1.19,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:08.611,-0.389,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:08.701,-0.29900000000000004,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:09.061,0.061,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:09.851,0.851,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:10.561,1.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:10.922,1.9220000000000002,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:11.881,2.8810000000000002,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:12.372,3.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:14.072,5.072,10MHz,195,-17.19,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:16.111,7.111,10MHz,195,-12.27,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:17.972,8.972,10MHz,195,-16.69,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:09,2024-07-07 12:25:18.780,9.78,10MHz,195,-12.89,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:00.991,-9.009,10MHz,195,-15.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:01.544,-8.456,10MHz,195,-14.74,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:03.354,-6.646,10MHz,195,-19.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:03.471,-6.529,10MHz,195,-13.47,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:06.541,-3.459,10MHz,195,-20.06,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:07.392,-2.608,10MHz,195,-19.59,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:07.519,-2.481,10MHz,195,-15.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:07.810,-2.19,10MHz,195,-11.75,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:08.611,-1.389,10MHz,195,-11.9,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:08.701,-1.299,10MHz,195,-18.31,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:09.061,-0.9390000000000001,10MHz,195,-18.92,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:09.851,-0.14900000000000002,10MHz,195,-14.07,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:10.561,0.561,10MHz,195,-16.05,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:10.922,0.922,10MHz,195,-15.96,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:11.881,1.881,10MHz,195,-13.93,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:12.372,2.372,10MHz,195,-17.39,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:14.072,4.072,10MHz,195,-17.19,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:16.111,6.111,10MHz,195,-12.27,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:17.972,7.9719999999999995,10MHz,195,-16.69,0.056675176224537764
SerialNumber_86,Mini 3,2024-07-07 12:25:10,2024-07-07 12:25:18.780,8.78,10MHz,195,-12.89,0.05381714824632736
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:03.354,-9.646,10MHz,195,-19.06,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:03.471,-9.529,10MHz,195,-13.47,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:06.541,-6.459,10MHz,195,-20.06,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:07.392,-5.608,10MHz,195,-19.59,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:07.519,-5.481,10MHz,195,-15.93,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:07.810,-5.1899999999999995,10MHz,195,-11.75,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:08.611,-4.389,10MHz,195,-11.9,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:08.701,-4.299,10MHz,195,-18.31,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:09.061,-3.939,10MHz,195,-18.92,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:09.851,-3.149,10MHz,195,-14.07,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:10.561,-2.439,10MHz,195,-16.05,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:10.922,-2.078,10MHz,195,-15.96,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:11.881,-1.119,10MHz,195,-13.93,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:12.372,-0.628,10MHz,195,-17.39,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:14.072,1.072,10MHz,195,-17.19,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:16.111,3.111,10MHz,195,-12.27,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:17.972,4.9719999999999995,10MHz,195,-16.69,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:18.780,5.78,10MHz,195,-12.89,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:20.466,7.466,10MHz,195,-11.46,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:20.553,7.553,10MHz,195,-15.95,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:20.671,7.671,10MHz,195,-14.0,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:21.472,8.472,10MHz,195,-15.79,0.05382183809032614
SerialNumber_86,Mini 3,2024-07-07 12:25:13,2024-07-07 12:25:22.394,9.394,10MHz,195,-13.99,0.05668030719457394
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:31.000,-9.0,10MHz,195,-14.47,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:34.171,-5.829,10MHz,195,-16.06,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:34.771,-5.229,10MHz,195,-18.75,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:38.300,-1.7,10MHz,195,-15.73,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:39.621,-0.379,10MHz,195,-11.21,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:43.422,3.422,10MHz,195,-19.96,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:43.541,3.541,10MHz,195,-13.33,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:43.662,3.662,10MHz,195,-14.03,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:44.580,4.58,10MHz,195,-11.91,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:46.406,6.406,10MHz,195,-15.89,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:47.441,7.441,10MHz,195,-13.1,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:49.190,9.19,10MHz,195,-11.63,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:40,2024-07-07 12:26:49.851,9.850999999999999,10MHz,195,-15.85,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:41,2024-07-07 12:26:31.000,-10.0,10MHz,195,-14.47,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:41,2024-07-07 12:26:34.171,-6.829,10MHz,195,-16.06,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:41,2024-07-07 12:26:34.771,-6.229,10MHz,195,-18.75,0.05743852842942399
SerialNumber_86,Mini 3,2024-07-07 12:26:41,2024-07-07 12:26:38.300,-2.7,10MHz,195,-15.73,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:41,2024-07-07 12:26:39.621,-1.379,10MHz,195,-11.21,0.05451629107278648
SerialNumber_86,Mini 3,2024-07-07 12:26:41,2024-07-07 12:26:43.422,2.422,10MHz,195,-19.96,0.05743852842942399
