serial_number,drone_type,detection_time,rf_time,time_diff,bandwidth,id_number,rssi,distance
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:56.621,-8.379,10MHz,195,-15.27,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:56.782,-8.218,10MHz,195,-18.79,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:56.841,-8.159,10MHz,195,-15.62,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:56.901,-8.099,10MHz,195,-17.39,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:56.951,-8.049,10MHz,195,-15.47,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.170,-7.83,10MHz,195,-14.83,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.263,-7.737,10MHz,195,-19.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.502,-7.498,10MHz,195,-13.93,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.611,-7.389,10MHz,195,-14.81,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.621,-7.379,10MHz,195,-18.88,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.741,-7.259,10MHz,195,-19.9,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.861,-7.139,10MHz,195,-17.32,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.861,-7.139,10MHz,195,-16.8,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:57.941,-7.059,10MHz,195,-15.29,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:58.101,-6.899,10MHz,195,-20.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:58.221,-6.779,10MHz,195,-17.24,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:58.271,-6.729,10MHz,195,-15.02,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:59.352,-5.648,10MHz,195,-19.44,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:59.472,-5.5280000000000005,10MHz,195,-20.05,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:59.591,-5.409,10MHz,195,-16.79,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:59.592,-5.408,10MHz,195,-17.07,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:51:59.832,-5.168,10MHz,195,-18.11,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:00.073,-4.927,10MHz,195,-16.95,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:00.161,-4.839,10MHz,195,-15.44,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:00.312,-4.688,10MHz,195,-19.8,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:00.312,-4.688,10MHz,195,-19.2,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:00.652,-4.348,10MHz,195,-15.16,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:00.762,-4.2379999999999995,10MHz,195,-15.49,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.091,-3.909,10MHz,195,-15.38,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.201,-3.799,10MHz,195,-14.68,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.211,-3.789,10MHz,195,-15.92,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.331,-3.669,10MHz,195,-17.03,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.451,-3.549,10MHz,195,-17.36,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.530,-3.4699999999999998,10MHz,195,-14.74,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.531,-3.469,10MHz,195,-14.92,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.692,-3.308,10MHz,195,-19.46,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:01.971,-3.029,10MHz,195,-15.42,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:02.051,-2.949,10MHz,195,-19.3,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:02.411,-2.589,10MHz,195,-17.51,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:02.651,-2.349,10MHz,195,-19.04,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:02.772,-2.2279999999999998,10MHz,195,-17.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:03.011,-1.989,10MHz,195,-19.39,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:03.131,-1.869,10MHz,195,-19.56,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:03.410,-1.59,10MHz,195,-15.52,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:03.611,-1.389,10MHz,195,-19.95,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:03.740,-1.26,10MHz,195,-14.66,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:03.960,-1.04,10MHz,195,-15.37,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:04.091,-0.909,10MHz,195,-19.25,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:04.092,-0.908,10MHz,195,-17.22,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:04.812,-0.18799999999999994,10MHz,195,-19.15,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:04.932,-0.06799999999999995,10MHz,195,-16.85,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:05.061,0.061,10MHz,195,-15.18,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:05.281,0.281,10MHz,195,-14.73,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:05.411,0.411,10MHz,195,-19.51,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:05.531,0.531,10MHz,195,-13.73,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:05.651,0.651,10MHz,195,-17.01,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:06.011,1.011,10MHz,195,-19.36,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:06.131,1.131,10MHz,195,-16.34,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:06.131,1.131,10MHz,195,-19.91,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:06.491,1.491,10MHz,195,-19.11,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:06.731,1.7309999999999999,10MHz,195,-14.49,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:06.971,1.971,10MHz,195,-19.48,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:07.173,2.173,10MHz,195,-15.58,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:07.212,2.212,10MHz,195,-17.25,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:07.332,2.332,10MHz,195,-16.73,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:07.571,2.5709999999999997,10MHz,195,-19.94,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:08.262,3.262,10MHz,195,-18.97,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:08.262,3.262,10MHz,195,-19.6,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:08.281,3.281,10MHz,195,-15.36,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:08.382,3.382,10MHz,195,-17.41,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:08.982,3.982,10MHz,195,-15.89,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:09.101,4.101,10MHz,195,-19.22,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:09.102,4.102,10MHz,195,-14.06,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:09.820,4.82,10MHz,195,-15.09,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.102,5.102,10MHz,195,-19.52,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.351,5.351,10MHz,195,-12.09,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.398,5.398,10MHz,195,-13.72,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.461,5.461,10MHz,195,-14.85,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.562,5.562,10MHz,195,-18.93,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.682,5.682,10MHz,195,-16.49,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:10.901,5.901,10MHz,195,-12.34,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:11.161,6.161,10MHz,195,-16.55,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:11.401,6.401,10MHz,195,-13.66,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:11.452,6.452,10MHz,195,-14.72,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:11.641,6.641,10MHz,195,-15.98,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:11.761,6.761,10MHz,195,-17.05,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:12.111,7.111,10MHz,195,-15.48,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:12.722,7.7219999999999995,10MHz,195,-18.64,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:12.842,7.842,10MHz,195,-16.61,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:12.962,7.962,10MHz,195,-13.77,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:13.541,8.541,10MHz,195,-12.45,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:14.201,9.201,10MHz,195,-12.5,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:14.521,9.521,10MHz,195,-19.38,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:05,2024-07-07 12:52:14.531,9.531,10MHz,195,-15.73,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.170,-9.83,10MHz,195,-14.83,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.263,-9.737,10MHz,195,-19.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.502,-9.498,10MHz,195,-13.93,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.611,-9.389,10MHz,195,-14.81,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.621,-9.379,10MHz,195,-18.88,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.741,-9.259,10MHz,195,-19.9,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.861,-9.139,10MHz,195,-17.32,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.861,-9.139,10MHz,195,-16.8,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:57.941,-9.059,10MHz,195,-15.29,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:58.101,-8.899,10MHz,195,-20.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:58.221,-8.779,10MHz,195,-17.24,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:58.271,-8.729,10MHz,195,-15.02,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:59.352,-7.648,10MHz,195,-19.44,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:59.472,-7.5280000000000005,10MHz,195,-20.05,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:59.591,-7.409,10MHz,195,-16.79,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:59.592,-7.408,10MHz,195,-17.07,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:51:59.832,-7.168,10MHz,195,-18.11,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:00.073,-6.927,10MHz,195,-16.95,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:00.161,-6.839,10MHz,195,-15.44,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:00.312,-6.688,10MHz,195,-19.8,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:00.312,-6.688,10MHz,195,-19.2,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:00.652,-6.348,10MHz,195,-15.16,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:00.762,-6.2379999999999995,10MHz,195,-15.49,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.091,-5.909,10MHz,195,-15.38,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.201,-5.799,10MHz,195,-14.68,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.211,-5.789,10MHz,195,-15.92,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.331,-5.669,10MHz,195,-17.03,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.451,-5.549,10MHz,195,-17.36,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.530,-5.47,10MHz,195,-14.74,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.531,-5.469,10MHz,195,-14.92,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.692,-5.308,10MHz,195,-19.46,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:01.971,-5.029,10MHz,195,-15.42,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:02.051,-4.949,10MHz,195,-19.3,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:02.411,-4.589,10MHz,195,-17.51,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:02.651,-4.349,10MHz,195,-19.04,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:02.772,-4.228,10MHz,195,-17.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:03.011,-3.989,10MHz,195,-19.39,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:03.131,-3.8689999999999998,10MHz,195,-19.56,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:03.410,-3.59,10MHz,195,-15.52,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:03.611,-3.3890000000000002,10MHz,195,-19.95,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:03.740,-3.26,10MHz,195,-14.66,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:03.960,-3.04,10MHz,195,-15.37,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:04.091,-2.909,10MHz,195,-19.25,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:04.092,-2.908,10MHz,195,-17.22,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:04.812,-2.1879999999999997,10MHz,195,-19.15,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:04.932,-2.068,10MHz,195,-16.85,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:05.061,-1.939,10MHz,195,-15.18,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:05.281,-1.7189999999999999,10MHz,195,-14.73,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:05.411,-1.589,10MHz,195,-19.51,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:05.531,-1.4689999999999999,10MHz,195,-13.73,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:05.651,-1.349,10MHz,195,-17.01,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:06.011,-0.989,10MHz,195,-19.36,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:06.131,-0.869,10MHz,195,-16.34,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:06.131,-0.869,10MHz,195,-19.91,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:06.491,-0.509,10MHz,195,-19.11,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:06.731,-0.269,10MHz,195,-14.49,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:06.971,-0.029000000000000026,10MHz,195,-19.48,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:07.173,0.173,10MHz,195,-15.58,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:07.212,0.212,10MHz,195,-17.25,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:07.332,0.332,10MHz,195,-16.73,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:07.571,0.571,10MHz,195,-19.94,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:08.262,1.262,10MHz,195,-18.97,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:08.262,1.262,10MHz,195,-19.6,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:08.281,1.2810000000000001,10MHz,195,-15.36,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:08.382,1.3820000000000001,10MHz,195,-17.41,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:08.982,1.982,10MHz,195,-15.89,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:09.101,2.101,10MHz,195,-19.22,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:09.102,2.102,10MHz,195,-14.06,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:09.820,2.82,10MHz,195,-15.09,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.102,3.102,10MHz,195,-19.52,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.351,3.351,10MHz,195,-12.09,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.398,3.398,10MHz,195,-13.72,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.461,3.461,10MHz,195,-14.85,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.562,3.5620000000000003,10MHz,195,-18.93,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.682,3.682,10MHz,195,-16.49,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:10.901,3.901,10MHz,195,-12.34,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:11.161,4.161,10MHz,195,-16.55,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:11.401,4.401,10MHz,195,-13.66,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:11.452,4.452,10MHz,195,-14.72,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:11.641,4.641,10MHz,195,-15.98,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:11.761,4.761,10MHz,195,-17.05,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:12.111,5.111,10MHz,195,-15.48,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:12.722,5.7219999999999995,10MHz,195,-18.64,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:12.842,5.842,10MHz,195,-16.61,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:12.962,5.962,10MHz,195,-13.77,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:13.541,6.541,10MHz,195,-12.45,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:14.201,7.201,10MHz,195,-12.5,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:14.521,7.521,10MHz,195,-19.38,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:14.531,7.531,10MHz,195,-15.73,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:15.132,8.132,10MHz,195,-19.37,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:15.492,8.492,10MHz,195,-17.42,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:15.641,8.641,10MHz,195,-15.4,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:15.852,8.852,10MHz,195,-18.63,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:15.972,8.972,10MHz,195,-17.35,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:15.981,8.981,10MHz,195,-12.71,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:16.200,9.2,10MHz,195,-12.13,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:16.531,9.531,10MHz,195,-12.59,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:07,2024-07-07 12:52:16.932,9.932,10MHz,195,-19.45,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:58.101,-9.899,10MHz,195,-20.08,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:58.221,-9.779,10MHz,195,-17.24,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:58.271,-9.729,10MHz,195,-15.02,0.0787825203924969
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:59.352,-8.648,10MHz,195,-19.44,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:59.472,-8.528,10MHz,195,-20.05,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:59.591,-8.409,10MHz,195,-16.79,0.07749954032640494
SerialNumber_70,Mavic 3,2024-07-07 12:52:08,2024-07-07 12:51:59.592,-8.408,10MHz,195,-17.07,0.07749954032640494
