bandwidth_pair,count,mean_ratio,median_ratio,std_ratio
10MHz_to_20MHz,278,1.8525348972190923,1.8415489272632128,1.2826207626651474
10MHz_to_40MHz,103,2.4109347346156453,1.9846153846153847,2.166912118288196
20MHz_to_10MHz,278,12.908765751276057,0.5433547430830039,44.536243347544634
20MHz_to_40MHz,427,26.339387528494075,0.9655172413793104,139.30162385642763
40MHz_to_10MHz,103,10.080466330807747,0.5038759689922481,27.583562850395158
40MHz_to_20MHz,427,25.731957631761286,1.0357142857142858,72.21094260737271
